id,a_node,b_node,road_type,type_bike,existing_bike_infra,speed_car,speed_bike,capacity,green_overlap_percentage,slope,init_nbr_car_lane,length,geometry,nbr_car_lane,capacity_per_lane,capacity_cars,free_flow_speed_car,free_flow_speed_bike,free_flow_time_car,free_flow_time_bike,travel_time_car,travel_time_bike,capacity_bikes,alpha,beta,flow_car,flow_bike,length_bi
96271,6449,6457,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,310.87145,"LINESTRING (84131.1875 449717.78125, 84228.3515625 449612.40625, 84349.4140625 449496.59375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,749.6258925224643,2498.752975074881,749.6258925224643,2498.752975074881,99999,0.15,4,0,0,223.15395082044475
96272,6457,6449,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,310.87145,"LINESTRING (84131.1875 449717.78125, 84228.3515625 449612.40625, 84349.4140625 449496.59375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,749.6258925224643,2498.752975074881,749.6258925224643,2498.752975074881,99999,0.15,4,0,0,223.15395082044475
96301,6455,6458,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,3.064009712157989,0.0,1.0,206.4597,"LINESTRING (84292.078125 449288.21875, 84378.46875 449330.84375, 84441.2109375 449368.28125, 84465.421875 449396.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,704.1080078638809,1642.9186850157216,704.1080078638809,1642.9186850157216,99999,0.15,4,0,0,146.7227049232433
96302,6458,6455,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,3.064009712157989,0.0,1.0,206.4597,"LINESTRING (84292.078125 449288.21875, 84378.46875 449330.84375, 84441.2109375 449368.28125, 84465.421875 449396.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,704.1080078638809,1642.9186850157216,704.1080078638809,1642.9186850157216,99999,0.15,4,0,0,146.7227049232433
96311,6457,6458,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,153.32279,"LINESTRING (84349.4140625 449496.59375, 84465.421875 449396.34375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,369.8934695953113,1232.978231984371,369.8934695953113,1232.978231984371,99999,0.15,4,0,0,110.11251071533948
96312,6458,6457,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,153.32279,"LINESTRING (84349.4140625 449496.59375, 84465.421875 449396.34375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,369.8934695953113,1232.978231984371,369.8934695953113,1232.978231984371,99999,0.15,4,0,0,110.11251071533948
96372,6460,6457,5,None,False,0.416761926535589,0.08930612711476908,2200.0,0.0,0.0,1.0,170.18133,"LINESTRING (84349.4140625 449496.59375, 84378.046875 449528.4375, 84399.28125 449559.75, 84401.5859375 449604.65625, 84395.3828125 449648.78125)",1.0,2200.0,2200.0,0.416761926535589,0.08930612711476908,273.9586680561173,1278.4737842618806,273.9586680561173,1278.4737842618806,99999,0.15,4,0,0,114.17554229019137
96412,6461,6459,5,None,False,0.416761926535589,0.08930612711476908,2200.0,0.0,0.0,1.0,342.01074,"LINESTRING (84369.3046875 449733.65625, 84496.6796875 449579.53125, 84593.859375 449475.90625)",1.0,2200.0,2200.0,0.416761926535589,0.08930612711476908,589.088855457002,2749.081325466009,589.088855457002,2749.081325466009,99999,0.15,4,0,0,245.50980630090527
96421,5001,6458,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,43.81157,"LINESTRING (84508.53125 449404.15625, 84465.421875 449396.34375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,105.69564313280296,352.3188104426766,105.69564313280296,352.3188104426766,99999,0.15,4,0,0,31.464228470317906
96422,6458,5001,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,43.81157,"LINESTRING (84508.53125 449404.15625, 84465.421875 449396.34375)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,105.69564313280296,352.3188104426766,105.69564313280296,352.3188104426766,99999,0.15,4,0,0,31.464228470317906
96431,5001,6461,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,111.48807,"LINESTRING (84508.53125 449404.15625, 84548.9765625 449438.6875, 84593.859375 449475.90625)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,268.95972502194826,896.5324167398277,268.95972502194826,896.5324167398277,99999,0.15,4,0,0,80.06583797187818
96432,6461,5001,9,bike_path,True,0.29768709038256363,0.08930612711476908,3400.0,0.0,0.0,2.0,111.48807,"LINESTRING (84508.53125 449404.15625, 84548.9765625 449438.6875, 84593.859375 449475.90625)",1.0,1700.0,1700.0,0.29768709038256363,0.08930612711476908,268.95972502194826,896.5324167398277,268.95972502194826,896.5324167398277,99999,0.15,4,0,0,80.06583797187818
96452,6462,6459,3,None,False,0.5953741807651272,0.08930612711476908,7000.0,9.834152017635974,0.0,3.0,624.38887,"LINESTRING (84369.3046875 449733.65625, 84701.84375 449205.1875)",3.0,2333.3333333333335,7000.0,0.5953741807651272,0.08930612711476908,753.1756330738789,5021.170887159192,753.1756330738789,5021.170887159192,99999,0.15,4,0,0,448.42132551361664
96462,6462,6461,5,None,False,0.416761926535589,0.08930612711476908,2200.0,8.821265935054761,0.0,1.0,291.46057,"LINESTRING (84593.859375 449475.90625, 84701.84375 449205.1875)",1.0,2200.0,2200.0,0.416761926535589,0.08930612711476908,502.24801895086057,2343.824088437349,502.24801895086057,2343.824088437349,99999,0.15,4,0,0,209.31785197664368
96491,6460,6463,3,None,False,0.5953741807651272,0.08930612711476908,7000.0,0.2469913264198792,0.0,3.0,385.77142,"LINESTRING (84395.3828125 449648.78125, 84603.8984375 449324.21875)",3.0,2333.3333333333335,7000.0,0.5953741807651272,0.08930612711476908,465.34142219148106,3102.2761479432065,465.34142219148106,3102.2761479432065,99999,0.15,4,0,0,277.0522680133322
96521,6449,6464,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,289.51758,"LINESTRING (84131.1875 449717.78125, 84047.859375 449677.15625, 84009.1796875 449639.40625, 83957.9296875 449506.15625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,659.8364005205849,2199.4546684019497,659.8364005205849,2199.4546684019497,99999,0.15,4,0,0,196.4247781994768
96522,6464,6449,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,289.51758,"LINESTRING (84131.1875 449717.78125, 84047.859375 449677.15625, 84009.1796875 449639.40625, 83957.9296875 449506.15625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,659.8364005205849,2199.4546684019497,659.8364005205849,2199.4546684019497,99999,0.15,4,0,0,196.4247781994768
96531,6448,6464,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,260.05298,"LINESTRING (83844.5390625 449272.65625, 83910.1171875 449389.6875, 83957.9296875 449506.15625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,626.2262945242335,2087.4209817474452,626.2262945242335,2087.4209817474452,99999,0.15,4,0,0,186.4194835379734
96532,6464,6448,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,260.05298,"LINESTRING (83844.5390625 449272.65625, 83910.1171875 449389.6875, 83957.9296875 449506.15625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,626.2262945242335,2087.4209817474452,626.2262945242335,2087.4209817474452,99999,0.15,4,0,0,186.4194835379734
96561,6454,6465,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,6.238769597374963,0.0,1.0,101.84803,"LINESTRING (84155.3046875 449187.25, 84205.8203125 449098.8125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,351.0043557009006,819.0101633021012,351.0043557009006,819.0101633021012,99999,0.15,4,0,0,73.14262575214524
96562,6465,6454,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,6.238769597374963,0.0,1.0,101.84803,"LINESTRING (84155.3046875 449187.25, 84205.8203125 449098.8125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,351.0043557009006,819.0101633021012,351.0043557009006,819.0101633021012,99999,0.15,4,0,0,73.14262575214524
96591,6465,6466,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,20.26984514438577,0.0,1.0,302.79768,"LINESTRING (84205.8203125 449098.8125, 84018.03125 448949.28125, 84047.3046875 448893.78125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,893.1526816381976,2084.0229238224606,893.1526816381976,2084.0229238224606,99999,0.15,4,0,0,186.1160161449814
96592,6466,6465,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,20.26984514438577,0.0,1.0,302.79768,"LINESTRING (84205.8203125 449098.8125, 84018.03125 448949.28125, 84047.3046875 448893.78125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,893.1526816381976,2084.0229238224606,893.1526816381976,2084.0229238224606,99999,0.15,4,0,0,186.1160161449814
96621,6455,6467,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,14.29800277095724,0.0,1.0,423.03246,"LINESTRING (84292.078125 449288.21875, 84339.8203125 449214.21875, 84315.4765625 449191.5, 84324.40625 449076.28125, 84367.9609375 448895.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1379.0057390775482,3217.680057847612,1379.0057390775482,3217.680057847612,99999,0.15,4,0,0,287.35854426079635
96622,6467,6455,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,14.29800277095724,0.0,1.0,423.03246,"LINESTRING (84292.078125 449288.21875, 84339.8203125 449214.21875, 84315.4765625 449191.5, 84324.40625 449076.28125, 84367.9609375 448895.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1379.0057390775482,3217.680057847612,1379.0057390775482,3217.680057847612,99999,0.15,4,0,0,287.35854426079635
96641,6465,6468,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,10.548928016155251,0.0,1.0,261.69449,"LINESTRING (84205.8203125 449098.8125, 84256.84375 449027.4375, 84254.375 448994.625, 84329.90625 448875.5)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,880.4342875115789,2054.3466708603505,880.4342875115789,2054.3466708603505,99999,0.15,4,0,0,183.46574492565713
96642,6468,6465,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,10.548928016155251,0.0,1.0,261.69449,"LINESTRING (84205.8203125 449098.8125, 84256.84375 449027.4375, 84254.375 448994.625, 84329.90625 448875.5)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,880.4342875115789,2054.3466708603505,880.4342875115789,2054.3466708603505,99999,0.15,4,0,0,183.46574492565713
96651,6467,6468,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,51.75702410963135,0.0,1.0,42.91776,"LINESTRING (84367.9609375 448895.34375, 84329.90625 448875.5)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,147.90663665219873,345.1154855217969,147.90663665219873,345.1154855217969,99999,0.15,4,0,0,30.820927419284846
96652,6468,6467,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,51.75702410963135,0.0,1.0,42.91776,"LINESTRING (84367.9609375 448895.34375, 84329.90625 448875.5)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,147.90663665219873,345.1154855217969,147.90663665219873,345.1154855217969,99999,0.15,4,0,0,30.820927419284846
96681,6468,6469,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,2.674338753236225,0.0,1.0,191.59198,"LINESTRING (84329.90625 448875.5, 84249.453125 448811.5625, 84187.0546875 448748.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,659.0846415718431,1537.8641636676336,659.0846415718431,1537.8641636676336,99999,0.15,4,0,0,137.34069248574974
96682,6469,6468,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,2.674338753236225,0.0,1.0,191.59198,"LINESTRING (84329.90625 448875.5, 84249.453125 448811.5625, 84187.0546875 448748.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,659.0846415718431,1537.8641636676336,659.0846415718431,1537.8641636676336,99999,0.15,4,0,0,137.34069248574974
96811,6472,6473,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,34.09996469263811,0.0,1.0,218.91116,"LINESTRING (84310.0546875 448619.03125, 84369.6171875 448556.21875, 84449.03125 448450.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,753.2073021679364,1757.4837050585181,753.2073021679364,1757.4837050585181,99999,0.15,4,0,0,156.95406316609134
96812,6473,6472,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,34.09996469263811,0.0,1.0,218.91116,"LINESTRING (84310.0546875 448619.03125, 84369.6171875 448556.21875, 84449.03125 448450.34375)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,753.2073021679364,1757.4837050585181,753.2073021679364,1757.4837050585181,99999,0.15,4,0,0,156.95406316609134
96831,6453,6474,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,4.156741619286556,0.0,1.0,150.09363000000002,"LINESTRING (83970.78125 449047.25, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,362.0872520692921,1206.9575068976405,362.0872520692921,1206.9575068976405,99999,0.15,4,0,0,107.78870053312546
96832,6474,6453,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,4.156741619286556,0.0,1.0,150.09363000000002,"LINESTRING (83970.78125 449047.25, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,362.0872520692921,1206.9575068976405,362.0872520692921,1206.9575068976405,99999,0.15,4,0,0,107.78870053312546
96841,6466,6474,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,50.94431,"LINESTRING (84047.3046875 448893.78125, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,122.89773553145959,409.6591184381987,122.89773553145959,409.6591184381987,99999,0.15,4,0,0,36.58506930496601
96842,6474,6466,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,50.94431,"LINESTRING (84047.3046875 448893.78125, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,122.89773553145959,409.6591184381987,122.89773553145959,409.6591184381987,99999,0.15,4,0,0,36.58506930496601
96891,6447,6476,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,64.59867270912453,0.0,1.0,120.68345,"LINESTRING (84002.5078125 448384.75, 83982.3984375 448335.15625, 83946.6171875 448278.3125)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,290.00210259261047,966.6736753087017,290.00210259261047,966.6736753087017,99999,0.15,4,0,0,86.32988212561993
96892,6476,6447,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,64.59867270912453,0.0,1.0,120.68345,"LINESTRING (84002.5078125 448384.75, 83982.3984375 448335.15625, 83946.6171875 448278.3125)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,290.00210259261047,966.6736753087017,290.00210259261047,966.6736753087017,99999,0.15,4,0,0,86.32988212561993
96921,6476,6477,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,100.0,0.0,1.0,239.48599,"LINESTRING (83946.6171875 448278.3125, 83889.65625 448206.34375, 83869.234375 448125.71875, 83857.3984375 448062.28125)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,563.8113243189975,1879.3710810633254,563.8113243189975,1879.3710810633254,99999,0.15,4,0,0,167.83935266126232
96922,6477,6476,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,100.0,0.0,1.0,239.48599,"LINESTRING (83946.6171875 448278.3125, 83889.65625 448206.34375, 83869.234375 448125.71875, 83857.3984375 448062.28125)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,563.8113243189975,1879.3710810633254,563.8113243189975,1879.3710810633254,99999,0.15,4,0,0,167.83935266126232
96951,6477,6478,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,81.27128449742108,0.0,1.0,196.12765,"LINESTRING (83857.3984375 448062.28125, 83811.1875 448066.59375, 83749.9296875 448045.125, 83684.359375 447991.34375)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,451.1191426634432,1503.7304755448108,451.1191426634432,1503.7304755448108,99999,0.15,4,0,0,134.29234499535704
96952,6478,6477,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,81.27128449742108,0.0,1.0,196.12765,"LINESTRING (83857.3984375 448062.28125, 83811.1875 448066.59375, 83749.9296875 448045.125, 83684.359375 447991.34375)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,451.1191426634432,1503.7304755448108,451.1191426634432,1503.7304755448108,99999,0.15,4,0,0,134.29234499535704
96971,5002,6472,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,18.99564387537228,0.0,1.0,322.50324,"LINESTRING (83994.7734375 448646.78125, 84104.90625 448647.21875, 84188.703125 448652.28125, 84260.9453125 448645.6875, 84310.0546875 448619.03125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1090.7225489990108,2545.019280997691,1090.7225489990108,2545.019280997691,99999,0.15,4,0,0,227.285815418318
96972,6472,5002,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,18.99564387537228,0.0,1.0,322.50324,"LINESTRING (83994.7734375 448646.78125, 84104.90625 448647.21875, 84188.703125 448652.28125, 84260.9453125 448645.6875, 84310.0546875 448619.03125)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1090.7225489990108,2545.019280997691,1090.7225489990108,2545.019280997691,99999,0.15,4,0,0,227.285815418318
96981,5002,6474,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,252.63214,"LINESTRING (83994.7734375 448646.78125, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,609.4415776039652,2031.4719253465512,609.4415776039652,2031.4719253465512,99999,0.15,4,0,0,181.42288999508378
96982,6474,5002,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,252.63214,"LINESTRING (83994.7734375 448646.78125, 83996.671875 448899.40625)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,609.4415776039652,2031.4719253465512,609.4415776039652,2031.4719253465512,99999,0.15,4,0,0,181.42288999508378
96991,5002,6447,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,20.99772007051085,0.0,1.0,262.1454,"LINESTRING (83994.7734375 448646.78125, 84002.5078125 448384.75)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,632.3768482288839,2107.9228274296133,632.3768482288839,2107.9228274296133,99999,0.15,4,0,0,188.2504239745525
96992,6447,5002,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,20.99772007051085,0.0,1.0,262.1454,"LINESTRING (83994.7734375 448646.78125, 84002.5078125 448384.75)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,632.3768482288839,2107.9228274296133,632.3768482288839,2107.9228274296133,99999,0.15,4,0,0,188.2504239745525
97021,6466,6469,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,201.71794,"LINESTRING (84047.3046875 448893.78125, 84094.4921875 448846.59375, 84187.0546875 448748.34375)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,486.5723086853612,1621.9076956178708,486.5723086853612,1621.9076956178708,99999,0.15,4,0,0,144.84629483327177
97022,6469,6466,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,0.0,0.0,1.0,201.71794,"LINESTRING (84047.3046875 448893.78125, 84094.4921875 448846.59375, 84187.0546875 448748.34375)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,486.5723086853612,1621.9076956178708,486.5723086853612,1621.9076956178708,99999,0.15,4,0,0,144.84629483327177
97201,6473,6484,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,75.38202622086612,0.0,1.0,207.9066,"LINESTRING (84449.03125 448450.34375, 84499.9609375 448471.25, 84621.671875 448563.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,711.7705863435059,1660.7980348015133,711.7705863435059,1660.7980348015133,99999,0.15,4,0,0,148.31944040794264
97202,6484,6473,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,75.38202622086612,0.0,1.0,207.9066,"LINESTRING (84449.03125 448450.34375, 84499.9609375 448471.25, 84621.671875 448563.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,711.7705863435059,1660.7980348015133,711.7705863435059,1660.7980348015133,99999,0.15,4,0,0,148.31944040794264
97211,6479,6484,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,74.33779964079112,0.0,1.0,333.11459,"LINESTRING (84893.328125 448756.5, 84761.890625 448662.0625, 84621.671875 448563.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1147.966397109352,2678.588259921821,1147.966397109352,2678.588259921821,99999,0.15,4,0,0,239.21434362870627
97212,6484,6479,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,74.33779964079112,0.0,1.0,333.11459,"LINESTRING (84893.328125 448756.5, 84761.890625 448662.0625, 84621.671875 448563.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1147.966397109352,2678.588259921821,1147.966397109352,2678.588259921821,99999,0.15,4,0,0,239.21434362870627
97221,6483,6484,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,30.23056816477206,0.0,1.0,376.07902,"LINESTRING (84820.3046875 448244.375, 84621.671875 448563.71875)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,907.2144494440997,3024.048164813666,907.2144494440997,3024.048164813666,99999,0.15,4,0,0,270.0660298080334
97222,6484,6483,8,bike_path,True,0.29768709038256363,0.08930612711476908,1800.0,30.23056816477206,0.0,1.0,376.07902,"LINESTRING (84820.3046875 448244.375, 84621.671875 448563.71875)",0.0,1800.0,0.0,0.29768709038256363,0.08930612711476908,907.2144494440997,3024.048164813666,907.2144494440997,3024.048164813666,99999,0.15,4,0,0,270.0660298080334
97251,6480,6485,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,1.8545153373803285,0.0,1.0,239.9659,"LINESTRING (84544.703125 448222.28125, 84694.6953125 448034.96875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,826.9353931040944,1929.5159172428864,826.9353931040944,1929.5159172428864,99999,0.15,4,0,0,172.31759377526348
97252,6485,6480,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,1.8545153373803285,0.0,1.0,239.9659,"LINESTRING (84544.703125 448222.28125, 84694.6953125 448034.96875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,826.9353931040944,1929.5159172428864,826.9353931040944,1929.5159172428864,99999,0.15,4,0,0,172.31759377526348
97301,6485,6486,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,43.16057306630724,0.0,1.0,318.06636,"LINESTRING (84694.6953125 448034.96875, 84438.3203125 447846.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1096.0554730058454,2557.4627703469723,1096.0554730058454,2557.4627703469723,99999,0.15,4,0,0,228.3970952598962
97302,6486,6485,10,None,False,0.20838096326779448,0.08930612711476908,1200.0,43.16057306630724,0.0,1.0,318.06636,"LINESTRING (84694.6953125 448034.96875, 84438.3203125 447846.71875)",1.0,1200.0,1200.0,0.20838096326779448,0.08930612711476908,1096.0554730058454,2557.4627703469723,1096.0554730058454,2557.4627703469723,99999,0.15,4,0,0,228.3970952598962
